id,price,bedrooms,bathrooms,latitude,longitude,address,zip_code,size,title,area_sqm,price_per_sqm
00e20625-cd10-47c9-9496-19a47f2eb6f5,8742,3,2,9.03841637057247,-1.16062995608407,"43, Random Street, Legon",,864,Legon Student Housing,80.268192,108.90989048314431
01867489-642b-4b1a-bdb4-cfd13c27a7b6,18231,6,4,10.0228241152689,-1.31127236251437,"170, Random Street, Ho",,1838,Ho Tranquil Haven,170.755714,106.76655892171198
0212a048-e019-4aa0-9f68-d893825cfab1,43720,2,4,7.61024477041843,-2.52073877734011,"33, Random Street, Cape",,1841,Cape Coast Sea View,171.034423,255.62105705469594
021484e9-40b8-4dc7-8eaa-1dc418e1fb2b,12799,2,4,9.05566179959467,-2.11598309689025,"197, Random Street, Cape",,1083,Cape Coast Sea View,100.613949,127.20900160672552
022ff5cc-8d23-443c-bf51-bac51a2242e4,78686,5,1,6.90010534391603,-1.70955824183152,"57, Random Street, Tamale",,540,Tamale Modern Apartment,50.16762,1568.4618883654437
024f0cb1-d1db-4516-bccc-b8bd8d20ebee,62495,6,3,8.19200301206988,-1.34291087645554,"176, Random Street, Tamale",,1962,Tamale Modern Apartment,182.275686,342.8597712149057
0257b4e5-30a8-43fb-ab55-ba70254d0431,26829,1,2,6.35447471415001,-0.0861729865973273,"82, Random Street, Aburi",,1257,Aburi Hills Mansion,116.779071,229.74150907571442
02939cfa-d9ba-48d6-a45e-3a55cf6e06d3,46471,2,2,6.68605645689671,-2.11613351484247,"97, Random Street, Legon",,620,Legon Student Housing,57.59986,806.7901553927388
02a71522-2afb-4da8-830f-0b1aa591eace,97062,3,1,5.93224925823975,-0.433270883295312,"177, Random Street, Tamale",,1660,Tamale Modern Apartment,154.21898,629.3777847577517
030a3fe4-5056-449c-96b4-b2622f8bceaf,76061,4,2,5.38890406223541,-1.84204743538151,"150, Random Street, Takoradi",,722,Takoradi Executive Lodge,67.075966,1133.9531062437477
033010e5-43ff-4708-80ab-1d5ccf8b0d0c,55197,5,1,6.82536590998539,-0.567956492223832,"141, Random Street, Cape",,1529,Cape Coast Sea View,142.048687,388.57803733166503
03507ffa-02fd-467f-8f94-a3ac3918a34b,83294,5,5,5.50806140896988,-0.998988885809221,"63, Random Street, Bolgatanga",,885,Bolgatanga Brick Estate,82.219155,1013.0729268623595
040f4603-ae02-48bc-badd-3bc63184b0fb,64230,1,1,10.8085871334961,-0.939411612773916,"139, Random Street, Kumasi",,1095,Kumasi Villa Retreat,101.728785,631.3847157419603
04c2e886-5f53-4139-97fc-1d4182886b04,17179,1,2,8.57406610037494,-0.54262648075315,"1, Random Street, Kumasi",,586,Kumasi Villa Retreat,54.441158,315.5517007922572
0561529d-fca0-47e4-a2aa-276797e31fa3,72271,6,1,8.56835782123914,-0.969011087368667,"118, Random Street, Tamale",,890,Tamale Modern Apartment,82.68367,874.0661850157352
05817691-161e-4872-842a-714252850777,84031,6,1,5.96767269749837,-0.631500558174466,"54, Random Street, Kumasi",,500,Kumasi Villa Retreat,46.4515,1809.0050913318191
05d01c44-2eb3-4a1b-9c57-d254e7f0f345,58101,3,2,8.58608496303202,-2.45338248612152,"142, Random Street, Cape",,1220,Cape Coast Sea View,113.34166,512.6182199907784
182e0b6a-4ca2-4cd9-8daa-812a3295d070,2500,3,3,5.630325,-0.135106,4th Main street,,2,Updated test property,0.185806,13454.89381397802
00678e4b-8b56-491c-95aa-068537bdcc53,88258,5,5,5.630325,-0.335106,"52, Random Street, Cape",,969,Cape Coast Sea View,90.02300699999999,980.3938231034651
0618c7b3-3df5-403d-9ba5-ed1edd7be9b0,88462,6,3,5.27508312720935,0.442570455202507,"93, Random Street, Kumasi",,1349,Kumasi Villa Retreat,125.326147,705.8543018959962
0666bcd9-8d2b-4500-9b1d-6b8964e3223a,57886,1,5,5.12210466421395,0.435020638536225,"91, Random Street, Legon",,757,Legon Student Housing,70.327571,823.0911316416715
066a504b-645e-4ed2-ae70-968ea02414e8,96695,5,5,6.58848631745853,-2.42481100816935,"125, Random Street, Aburi",,1649,Aburi Hills Mansion,153.197047,631.1805736046597
06b0bbaa-df32-4b3f-99fa-9d36e3a51905,60996,2,1,9.18899791320313,0.425549525443421,"132, Random Street, Sunyani",,1793,Sunyani Family Home,166.575079,366.1772239051437
075ff12a-d37b-4839-a2d4-ffb13d152a7d,84269,1,5,9.62473588764709,-0.634272769385309,"53, Random Street, Legon",,1810,Legon Student Housing,168.15443,501.14052897684587
07a535a4-2406-410a-8232-e659f6c17166,63166,2,2,7.32803756703474,-1.14014863497047,"175, Random Street, Kumasi",,1587,Kumasi Villa Retreat,147.437061,428.42687972463045
09504aff-90e2-4e12-81ab-cfcb541e2938,8888,5,3,6.98165589947979,-1.69843244307457,"51, Random Street, Takoradi",,444,Takoradi Executive Lodge,41.248931999999996,215.47224543898497
09ad0472-29a2-43f9-99c5-7cd99b7108cd,30847,4,1,9.85980875770901,0.506842971746457,"188, Random Street, Ho",,813,Ho Tranquil Haven,75.530139,408.4065037931414
09edf514-2e4a-4687-96f5-07f2c1a6ea2f,31886,2,2,9.08997915728974,-1.5520811099847,"99, Random Street, Tamale",,1137,Tamale Modern Apartment,105.630711,301.86296862093445
0a01bc47-1c79-4215-bd7e-2ba25f307e21,92939,4,2,5.13398934914535,-0.112500545460894,"25, Random Street, Tamale",,1021,Tamale Modern Apartment,94.853963,979.8114602760456
0a2760b3-039c-483f-95fb-f3a88e6c4623,80064,5,2,6.1114486953831,-2.33273724234005,"80, Random Street, Takoradi",,1377,Takoradi Executive Lodge,127.927431,625.8548254595999
0a494d50-aac1-4bac-95f6-d97218502bee,46808,1,1,5.78649399218433,0.411869825667307,"176, Random Street, Aburi",,465,Aburi Hills Mansion,43.199895,1083.5211520768744
0af8c315-b315-48f2-aaea-395724726664,8052,3,2,9.22435920993953,-1.95769837592024,"80, Random Street, Ho",,473,Ho Tranquil Haven,43.943119,183.23687947594252
0b01c31b-6525-4449-92a0-d5ce946f7e5b,46723,4,1,7.4713368735059,-1.34077375197051,"125, Random Street, Legon",,800,Legon Student Housing,74.3224,628.653003670495
0b3e40c6-fd39-4f01-bb01-49eb446a2149,31785,2,2,8.08598957072664,0.539789909989,"14, Random Street, Sunyani",,814,Sunyani Family Home,75.623042,420.3084028278048
0b89ef1c-b30c-467a-bdb7-44ee27fbd50c,57283,3,5,7.83766551440599,-0.467253468176096,"114, Random Street, Legon",,973,Legon Student Housing,90.394619,633.6992249505471
